,close,open,high,low
2007-05-22 23:00:00,1.34589,1.34486,1.35014,1.34166
2007-05-23 23:00:00,1.34293,1.3459,1.34628,1.34159
2007-05-24 23:00:00,1.34414,1.343,1.34724,1.341
2007-05-25 23:00:00,1.34404,1.34404,1.34404,1.34404
2007-05-26 23:00:00,1.3449,1.34435,1.3449,1.34424
2007-05-27 23:00:00,1.34529,1.34485,1.34589,1.3445
2007-05-28 23:00:00,1.34485,1.34532,1.35212,1.34199
2007-05-29 23:00:00,1.34295,1.34494,1.34565,1.34076
2007-05-30 23:00:00,1.34532,1.34298,1.34746,1.3424
2007-05-31 23:00:00,1.34509,1.3453,1.34634,1.33919
2007-06-01 23:00:00,1.34509,1.34509,1.34509,1.34509
2007-06-02 23:00:00,1.3441,1.34489,1.34489,1.34405
2007-06-03 23:00:00,1.34892,1.34405,1.34992,1.34321
2007-06-04 23:00:00,1.35243,1.34892,1.35542,1.34879
2007-06-05 23:00:00,1.35042,1.35248,1.35383,1.3486
2007-06-06 23:00:00,1.3434,1.3504,1.35123,1.3423
2007-06-07 23:00:00,1.33734,1.34337,1.3436,1.33204
2007-06-09 23:00:00,1.33725,1.33745,1.33745,1.33715
2007-06-10 23:00:00,1.33574,1.33725,1.3373,1.33334
2007-06-11 23:00:00,1.33022,1.33579,1.33693,1.33018
2007-06-12 23:00:00,1.3311,1.33017,1.33155,1.32638
2007-06-13 23:00:00,1.33114,1.3312,1.33237,1.32802
2007-06-14 23:00:00,1.33887,1.33112,1.33894,1.33051
2007-06-16 23:00:00,1.33785,1.33855,1.33855,1.33785
2007-06-17 23:00:00,1.34142,1.33785,1.34188,1.3376
2007-06-18 23:00:00,1.34271,1.34147,1.34364,1.33842
2007-06-19 23:00:00,1.34048,1.34271,1.34375,1.33968
2007-06-20 23:00:00,1.33898,1.34043,1.3409,1.33728
2007-06-21 23:00:00,1.3469,1.33897,1.347,1.33824
2007-06-23 23:00:00,1.3469,1.34695,1.34715,1.3467
2007-06-24 23:00:00,1.34623,1.34685,1.34732,1.34398
2007-06-25 23:00:00,1.34544,1.3462,1.3478,1.34324
2007-06-26 23:00:00,1.34537,1.3454,1.3459,1.34157
2007-06-27 23:00:00,1.34483,1.34532,1.34823,1.3424
2007-06-28 23:00:00,1.3541,1.34488,1.35415,1.3431
2007-06-29 23:00:00,1.35415,1.35415,1.35415,1.35415
2007-06-30 23:00:00,1.35415,1.35355,1.35443,1.35305
2007-07-01 23:00:00,1.36235,1.35415,1.36383,1.35288
2007-07-02 23:00:00,1.36083,1.36227,1.36347,1.35849
2007-07-03 23:00:00,1.36132,1.36081,1.36311,1.36058
2007-07-04 23:00:00,1.35985,1.36132,1.36591,1.358
2007-07-05 23:00:00,1.36278,1.35985,1.36408,1.35683
2007-07-07 23:00:00,1.36325,1.36328,1.36363,1.36295
2007-07-08 23:00:00,1.36267,1.36335,1.36382,1.36107
2007-07-09 23:00:00,1.37472,1.36267,1.37482,1.35943
2007-07-10 23:00:00,1.37455,1.37474,1.37857,1.3732
2007-07-11 23:00:00,1.37893,1.37456,1.37983,1.37413
2007-07-12 23:00:00,1.37835,1.37893,1.38133,1.37634
2007-07-14 23:00:00,1.3787,1.3788,1.37915,1.37845
2007-07-15 23:00:00,1.37728,1.3787,1.38036,1.37596
2007-07-16 23:00:00,1.37815,1.37725,1.37992,1.37573
2007-07-17 23:00:00,1.38033,1.37818,1.38332,1.37528
2007-07-18 23:00:00,1.38044,1.38038,1.38307,1.37868
2007-07-19 23:00:00,1.38272,1.38039,1.38437,1.37798
2007-07-21 23:00:00,1.38355,1.38325,1.38455,1.38295
2007-07-22 23:00:00,1.38074,1.38355,1.3845,1.37953
2007-07-23 23:00:00,1.38233,1.38072,1.38522,1.37989
2007-07-24 23:00:00,1.37212,1.38233,1.3833,1.36967
2007-07-25 23:00:00,1.37467,1.37209,1.3771,1.36926
2007-07-26 23:00:00,1.36352,1.37463,1.37534,1.36272
2007-07-28 23:00:00,1.36195,1.3635,1.36355,1.36165
2007-07-29 23:00:00,1.36967,1.36195,1.37051,1.36093
2007-07-30 23:00:00,1.3684,1.36975,1.3727,1.36794
2007-07-31 23:00:00,1.36676,1.36825,1.37093,1.36377
2007-08-01 23:00:00,1.3703,1.36676,1.37052,1.36518
2007-08-02 23:00:00,1.37735,1.37035,1.38189,1.36832
2007-08-04 23:00:00,1.38085,1.37735,1.38145,1.37685
2007-08-05 23:00:00,1.37934,1.3807,1.38405,1.37804
2007-08-06 23:00:00,1.3737,1.37935,1.38163,1.37361
2007-08-07 23:00:00,1.37978,1.37368,1.38262,1.37217
2007-08-08 23:00:00,1.36783,1.37973,1.38173,1.36548
2007-08-09 23:00:00,1.36939,1.36798,1.37054,1.36419
2007-08-10 23:00:00,1.36939,1.36932,1.36939,1.36932
2007-08-11 23:00:00,1.36883,1.36953,1.37018,1.36883
2007-08-12 23:00:00,1.36131,1.36883,1.37087,1.36042
2007-08-13 23:00:00,1.35331,1.36117,1.36261,1.35317
2007-08-14 23:00:00,1.34425,1.35333,1.35399,1.34401
2007-08-15 23:00:00,1.34262,1.3442,1.34469,1.33612
2007-08-16 23:00:00,1.34745,1.34262,1.3547,1.33723
2007-08-18 23:00:00,1.3483,1.3481,1.34915,1.34765
2007-08-19 23:00:00,1.34751,1.3483,1.35082,1.34609
2007-08-20 23:00:00,1.34665,1.34749,1.35201,1.34563
2007-08-21 23:00:00,1.35422,1.34665,1.35511,1.34512
2007-08-22 23:00:00,1.35653,1.35427,1.35871,1.35337
2007-08-23 23:00:00,1.36754,1.35643,1.36817,1.35541
2007-08-25 23:00:00,1.36769,1.36769,1.36799,1.36734
2007-08-26 23:00:00,1.36474,1.36759,1.36843,1.36359
2007-08-27 23:00:00,1.3604,1.36474,1.36808,1.36025
2007-08-28 23:00:00,1.3677,1.3604,1.36803,1.3563
2007-08-29 23:00:00,1.36254,1.36773,1.36803,1.35927
2007-08-30 23:00:00,1.36295,1.36255,1.37196,1.36205
2007-09-01 23:00:00,1.36325,1.36335,1.36355,1.36285
2007-09-02 23:00:00,1.36245,1.36325,1.36545,1.36061
2007-09-03 23:00:00,1.3605,1.36245,1.36267,1.35517
2007-09-04 23:00:00,1.36465,1.3605,1.36712,1.35698
2007-09-05 23:00:00,1.36917,1.36466,1.371,1.36356
2007-09-06 23:00:00,1.3768,1.36912,1.3799,1.36639
2007-09-08 23:00:00,1.37705,1.37755,1.37805,1.37683
2007-09-09 23:00:00,1.38028,1.37705,1.38159,1.37666
2007-09-10 23:00:00,1.38393,1.38028,1.38488,1.37788
2007-09-11 23:00:00,1.39025,1.38393,1.3914,1.38249
2007-09-12 23:00:00,1.38852,1.39022,1.39275,1.38636
2007-09-13 23:00:00,1.38745,1.38847,1.3896,1.3844
2007-09-15 23:00:00,1.38675,1.38795,1.38845,1.38655
2007-09-16 23:00:00,1.38678,1.38675,1.38886,1.38492
2007-09-17 23:00:00,1.3984,1.38676,1.39885,1.38286
2007-09-18 23:00:00,1.39576,1.39835,1.39876,1.39366
2007-09-19 23:00:00,1.40646,1.3958,1.40984,1.39562
2007-09-20 23:00:00,1.4091,1.40646,1.41204,1.40426
2007-09-22 23:00:00,1.40925,1.4088,1.40945,1.4081
2007-09-23 23:00:00,1.4087,1.40925,1.41301,1.40678
2007-09-24 23:00:00,1.4138,1.40864,1.41544,1.40616
2007-09-25 23:00:00,1.4128,1.4138,1.41624,1.41114
2007-09-26 23:00:00,1.41525,1.41282,1.41894,1.41238
2007-09-27 23:00:00,1.4267,1.4153,1.42786,1.41458
2007-09-29 23:00:00,1.42755,1.4273,1.42795,1.427
2007-09-30 23:00:00,1.42318,1.42755,1.42815,1.42108
2007-10-01 23:00:00,1.41546,1.42318,1.42378,1.41388
2007-10-02 23:00:00,1.40908,1.41542,1.42008,1.40838
2007-10-03 23:00:00,1.41388,1.40908,1.41508,1.40678
2007-10-04 23:00:00,1.41353,1.41388,1.4159,1.40322
2007-10-06 23:00:00,1.41404,1.41353,1.41444,1.41353
2007-10-07 23:00:00,1.40486,1.41404,1.41539,1.40368
2007-10-08 23:00:00,1.41066,1.40488,1.41146,1.40152
2007-10-09 23:00:00,1.41458,1.4106,1.41716,1.40938
2007-10-10 23:00:00,1.41964,1.41456,1.42412,1.41352
2007-10-11 23:00:00,1.41787,1.41964,1.42132,1.41552
2007-10-12 23:00:00,1.41787,1.41884,1.41884,1.41787
2007-10-13 23:00:00,1.4176,1.41787,1.41787,1.4166
2007-10-14 23:00:00,1.4205,1.4176,1.42436,1.41619
2007-10-15 23:00:00,1.41732,1.42046,1.42264,1.41448
2007-10-16 23:00:00,1.42082,1.4174,1.42306,1.41578
2007-10-17 23:00:00,1.42934,1.42078,1.43108,1.41962
2007-10-18 23:00:00,1.43011,1.42936,1.43196,1.42454
2007-10-20 23:00:00,1.43305,1.431,1.4348,1.43079
2007-10-21 23:00:00,1.41818,1.43315,1.4347,1.41266
2007-10-22 23:00:00,1.42632,1.41818,1.42794,1.41712
2007-10-23 23:00:00,1.4266,1.4263,1.42678,1.41884
2007-10-24 23:00:00,1.43242,1.4266,1.43444,1.42478
2007-10-25 23:00:00,1.43929,1.43242,1.43944,1.4318
2007-10-27 23:00:00,1.4421,1.43979,1.4428,1.43949
2007-10-28 23:00:00,1.4425,1.4421,1.44386,1.43778
2007-10-29 23:00:00,1.44324,1.44242,1.44412,1.43748
2007-10-30 23:00:00,1.4487,1.44324,1.45042,1.442
2007-10-31 23:00:00,1.44252,1.44876,1.44876,1.44042
2007-11-01 23:00:00,1.45043,1.44252,1.45284,1.44156
2007-11-03 23:00:00,1.45157,1.45067,1.45212,1.45012
2007-11-05 00:00:00,1.44692,1.45157,1.45247,1.44434
2007-11-06 00:00:00,1.4557,1.44692,1.45706,1.44662
2007-11-07 00:00:00,1.46372,1.45567,1.47308,1.45548
2007-11-08 00:00:00,1.46758,1.46372,1.47036,1.46138
2007-11-09 00:00:00,1.46783,1.46768,1.47526,1.46324
2007-11-11 00:00:00,1.46713,1.46753,1.46788,1.46668
2007-11-12 00:00:00,1.45326,1.46713,1.46748,1.45266
2007-11-13 00:00:00,1.46024,1.45326,1.46332,1.45206
2007-11-14 00:00:00,1.46508,1.46024,1.47254,1.46008
2007-11-15 00:00:00,1.46124,1.46512,1.47042,1.4606
2007-11-16 00:00:00,1.46622,1.46122,1.46726,1.45818
2007-11-17 00:00:00,1.46622,1.46622,1.46622,1.46622
2007-11-18 00:00:00,1.4672,1.46637,1.46727,1.46622
2007-11-19 00:00:00,1.46648,1.4672,1.46885,1.46218
2007-11-20 00:00:00,1.48418,1.46648,1.48544,1.46358
2007-11-21 00:00:00,1.48588,1.48402,1.48702,1.47758
2007-11-22 00:00:00,1.48498,1.48588,1.48744,1.48228
2007-11-23 00:00:00,1.48375,1.48503,1.49682,1.47838
2007-11-25 00:00:00,1.4822,1.4823,1.48345,1.48125
2007-11-26 00:00:00,1.48718,1.4823,1.48866,1.48055
2007-11-27 00:00:00,1.48288,1.48714,1.49082,1.48094
2007-11-28 00:00:00,1.48416,1.48288,1.48586,1.47124
2007-11-29 00:00:00,1.47438,1.48406,1.48438,1.47236
2007-11-30 00:00:00,1.46335,1.47438,1.47846,1.46285
2007-12-02 00:00:00,1.4639,1.46375,1.4643,1.4633
2007-12-03 00:00:00,1.46674,1.46395,1.4709,1.4621
2007-12-04 00:00:00,1.47582,1.46674,1.47676,1.46358
2007-12-05 00:00:00,1.46116,1.47582,1.4771,1.45926
2007-12-06 00:00:00,1.4638,1.4611,1.4653,1.45278
2007-12-07 00:00:00,1.46578,1.4638,1.46736,1.45992
2007-12-09 00:00:00,1.46553,1.46542,1.46583,1.46513
2007-12-10 00:00:00,1.47114,1.46553,1.47364,1.46403
2007-12-11 00:00:00,1.46552,1.47114,1.47504,1.464
2007-12-12 00:00:00,1.47064,1.46552,1.47498,1.46502
2007-12-13 00:00:00,1.4634,1.47056,1.47378,1.45772
2007-12-14 00:00:00,1.44297,1.46344,1.46562,1.44118
2007-12-16 00:00:00,1.4393,1.44067,1.44252,1.4384
2007-12-17 00:00:00,1.44008,1.4393,1.44534,1.4331
2007-12-18 00:00:00,1.44138,1.44008,1.44366,1.43668
2007-12-19 00:00:00,1.43838,1.44144,1.44236,1.43256
2007-12-20 00:00:00,1.43298,1.43842,1.43944,1.43106
2007-12-21 00:00:00,1.4382,1.43298,1.44102,1.43168
2007-12-23 00:00:00,1.4375,1.43735,1.43815,1.43725
2007-12-24 00:00:00,1.43935,1.4375,1.44136,1.43665
2007-12-25 00:00:00,1.43975,1.4394,1.44013,1.43921
2007-12-26 00:00:00,1.44896,1.43975,1.45054,1.43911
2007-12-27 00:00:00,1.46268,1.44904,1.464,1.44702
2007-12-28 00:00:00,1.47233,1.46268,1.4728,1.45926
2007-12-29 00:00:00,1.47235,1.47235,1.47235,1.47235
2007-12-30 00:00:00,1.47155,1.472,1.47275,1.47155
2007-12-31 00:00:00,1.4592,1.4717,1.47476,1.45715
2008-01-01 00:00:00,1.4592,1.45915,1.4608,1.45725
2008-01-02 00:00:00,1.47146,1.45905,1.47502,1.45885
2008-01-03 00:00:00,1.4751,1.47146,1.47812,1.46876
2008-01-04 00:00:00,1.47429,1.47504,1.48254,1.46958
2008-01-06 00:00:00,1.47465,1.47451,1.47559,1.4743
2008-01-07 00:00:00,1.46954,1.47465,1.4756,1.46586
2008-01-08 00:00:00,1.47078,1.46954,1.47444,1.46804
2008-01-09 00:00:00,1.46594,1.47074,1.47426,1.46394
2008-01-10 00:00:00,1.48038,1.46598,1.48134,1.46418
2008-01-11 00:00:00,1.47767,1.4803,1.48194,1.47618
2008-01-13 00:00:00,1.47822,1.47842,1.47877,1.47787
2008-01-14 00:00:00,1.48692,1.47823,1.49148,1.47823
2008-01-15 00:00:00,1.48042,1.48696,1.49224,1.48006
2008-01-16 00:00:00,1.46526,1.48038,1.4859,1.45948
2008-01-17 00:00:00,1.46422,1.46528,1.47158,1.45896
2008-01-18 00:00:00,1.46212,1.46428,1.46956,1.46027
2008-01-20 00:00:00,1.46035,1.46204,1.46204,1.45992
2008-01-21 00:00:00,1.44544,1.4604,1.46046,1.44218
2008-01-22 00:00:00,1.46294,1.44538,1.46434,1.43664
2008-01-23 00:00:00,1.46304,1.46292,1.46844,1.45114
2008-01-24 00:00:00,1.47556,1.46298,1.47794,1.45912
2008-01-25 00:00:00,1.46813,1.47546,1.47778,1.4661
2008-01-27 00:00:00,1.46802,1.46824,1.46862,1.46742
2008-01-28 00:00:00,1.47812,1.46802,1.47982,1.46612
2008-01-29 00:00:00,1.47764,1.47828,1.47974,1.47378
2008-01-30 00:00:00,1.4862,1.47764,1.49072,1.47554
2008-01-31 00:00:00,1.48604,1.48626,1.49146,1.48024
2008-02-01 00:00:00,1.48025,1.48604,1.49534,1.47866
2008-02-03 00:00:00,1.4806,1.48085,1.48125,1.48035
2008-02-04 00:00:00,1.48292,1.48055,1.48492,1.47935
2008-02-05 00:00:00,1.46478,1.48292,1.48344,1.46226
2008-02-06 00:00:00,1.46324,1.46482,1.46716,1.4592
2008-02-07 00:00:00,1.4485,1.46322,1.46518,1.44392
2008-02-08 00:00:00,1.45056,1.44842,1.4547,1.44508
2008-02-10 00:00:00,1.45175,1.4506,1.45265,1.45045
2008-02-11 00:00:00,1.45184,1.45175,1.45774,1.44818
2008-02-12 00:00:00,1.45844,1.45188,1.4615,1.44962
2008-02-13 00:00:00,1.45734,1.45844,1.45996,1.45318
2008-02-14 00:00:00,1.46428,1.45734,1.4647,1.45484
2008-02-15 00:00:00,1.4682,1.46424,1.47098,1.46312
2008-02-17 00:00:00,1.46799,1.46777,1.46825,1.46716
2008-02-18 00:00:00,1.46582,1.468,1.46905,1.46112
2008-02-19 00:00:00,1.47258,1.46572,1.47566,1.46422
2008-02-20 00:00:00,1.47148,1.47262,1.47318,1.46142
2008-02-21 00:00:00,1.4814,1.47148,1.48376,1.47026
2008-02-22 00:00:00,1.48267,1.48146,1.48636,1.47886
2008-02-23 00:00:00,1.48267,1.48282,1.48282,1.48267
2008-02-24 00:00:00,1.48392,1.48267,1.48407,1.48267
2008-02-25 00:00:00,1.48302,1.48395,1.48442,1.47948
2008-02-26 00:00:00,1.49744,1.48302,1.49864,1.47778
2008-02-27 00:00:00,1.51204,1.49744,1.5144,1.49714
2008-02-28 00:00:00,1.51934,1.51198,1.523,1.5074
2008-02-29 00:00:00,1.51786,1.51914,1.5239,1.51436
2008-03-02 00:00:00,1.51952,1.51862,1.51957,1.51667
2008-03-03 00:00:00,1.5204,1.51942,1.52764,1.51578
2008-03-04 00:00:00,1.52166,1.52036,1.52496,1.51738
2008-03-05 00:00:00,1.5265,1.52166,1.53022,1.51458
2008-03-06 00:00:00,1.53808,1.5265,1.53944,1.52616
2008-03-07 00:00:00,1.53557,1.53798,1.54625,1.53148
2008-03-09 00:00:00,1.53632,1.53507,1.53637,1.53502
2008-03-09 23:00:00,1.53436,1.53632,1.54051,1.53134
2008-03-10 23:00:00,1.5338,1.53434,1.54956,1.5283
2008-03-11 23:00:00,1.55512,1.53376,1.5572,1.53316
2008-03-12 23:00:00,1.56358,1.55512,1.56456,1.55226
2008-03-13 23:00:00,1.56737,1.56358,1.56878,1.55326
2008-03-15 23:00:00,1.56816,1.56702,1.5684,1.56565
2008-03-16 23:00:00,1.57291,1.56815,1.5905,1.568
2008-03-17 23:00:00,1.5624,1.57291,1.58322,1.56173
2008-03-18 23:00:00,1.5626,1.56247,1.57852,1.55822
2008-03-19 23:00:00,1.5428,1.5626,1.56511,1.53968
2008-03-20 23:00:00,1.54339,1.54278,1.54734,1.54057
2008-03-22 23:00:00,1.54415,1.54395,1.54415,1.5436
2008-03-23 23:00:00,1.54227,1.54415,1.54555,1.53415
2008-03-24 23:00:00,1.56502,1.54233,1.5659,1.54078
2008-03-25 23:00:00,1.58456,1.56498,1.58594,1.55842
2008-03-26 23:00:00,1.57781,1.5846,1.58475,1.57264
2008-03-27 23:00:00,1.57946,1.57781,1.58392,1.57419
2008-03-29 23:00:00,1.5802,1.5793,1.58025,1.5793
2008-03-30 23:00:00,1.57884,1.5802,1.5897,1.57606
2008-03-31 23:00:00,1.56142,1.57878,1.57888,1.55632
2008-04-01 23:00:00,1.56858,1.56144,1.57022,1.55338
2008-04-02 23:00:00,1.5685,1.56858,1.56974,1.55108
2008-04-03 23:00:00,1.57375,1.5684,1.57742,1.5638
2008-04-05 23:00:00,1.57312,1.57357,1.57377,1.57227
2008-04-06 23:00:00,1.57104,1.57312,1.57372,1.56276
2008-04-07 23:00:00,1.57116,1.57108,1.57984,1.56744
2008-04-08 23:00:00,1.58316,1.57126,1.58654,1.56834
2008-04-09 23:00:00,1.57428,1.58316,1.59132,1.57252
2008-04-10 23:00:00,1.58073,1.57428,1.58554,1.5739
2008-04-12 23:00:00,1.5696,1.58055,1.59325,1.56545
2008-04-13 23:00:00,1.58322,1.5696,1.58862,1.56711
2008-04-14 23:00:00,1.57894,1.58322,1.58756,1.5752
2008-04-15 23:00:00,1.59474,1.57886,1.5979,1.5759
2008-04-16 23:00:00,1.59082,1.59474,1.59844,1.58467
2008-04-17 23:00:00,1.58172,1.59082,1.59562,1.57109
2008-04-19 23:00:00,1.5806,1.58174,1.58174,1.58025
2008-04-20 23:00:00,1.59122,1.5806,1.59474,1.57905
2008-04-21 23:00:00,1.59914,1.59124,1.60194,1.58346
2008-04-22 23:00:00,1.58896,1.59928,1.60036,1.58604
2008-04-23 23:00:00,1.5682,1.589,1.58974,1.56386
2008-04-24 23:00:00,1.56302,1.5681,1.57072,1.55556
2008-04-25 23:00:00,1.5627,1.5627,1.5627,1.5627
2008-04-26 23:00:00,1.5613,1.5625,1.563,1.56085
2008-04-27 23:00:00,1.5658,1.5613,1.56932,1.55968
2008-04-28 23:00:00,1.55722,1.56578,1.56642,1.55404
2008-04-29 23:00:00,1.56226,1.55722,1.56444,1.55165
2008-04-30 23:00:00,1.54754,1.56216,1.56432,1.54308
2008-05-01 23:00:00,1.5424,1.54763,1.54984,1.53608
2008-05-03 23:00:00,1.54365,1.54175,1.54385,1.54145
2008-05-04 23:00:00,1.54968,1.54365,1.55192,1.5423
2008-05-05 23:00:00,1.55322,1.54972,1.55942,1.54528
2008-05-06 23:00:00,1.5392,1.55324,1.55392,1.53668
2008-05-07 23:00:00,1.53936,1.5392,1.54422,1.52852
2008-05-08 23:00:00,1.54829,1.53936,1.54894,1.53924
2008-05-10 23:00:00,1.54555,1.54859,1.54859,1.5449
2008-05-11 23:00:00,1.5553,1.54555,1.557,1.53658
2008-05-12 23:00:00,1.54742,1.55532,1.55664,1.54312
2008-05-13 23:00:00,1.54738,1.54744,1.54874,1.53966
2008-05-14 23:00:00,1.54476,1.54738,1.55464,1.54204
2008-05-15 23:00:00,1.55767,1.54476,1.56011,1.54364
2008-05-17 23:00:00,1.55935,1.5583,1.5597,1.55815
2008-05-18 23:00:00,1.55101,1.55935,1.56336,1.5486
2008-05-19 23:00:00,1.56459,1.55096,1.56816,1.55032
2008-05-20 23:00:00,1.57946,1.56459,1.57961,1.56318
2008-05-21 23:00:00,1.57342,1.57946,1.58136,1.56934
2008-05-22 23:00:00,1.57621,1.57342,1.5794,1.56968
2008-05-24 23:00:00,1.57677,1.57614,1.57756,1.57612
2008-05-25 23:00:00,1.577,1.57677,1.57925,1.57419
2008-05-26 23:00:00,1.56911,1.57698,1.5818,1.56822
2008-05-27 23:00:00,1.5638,1.56911,1.57604,1.56088
2008-05-28 23:00:00,1.55186,1.564,1.56642,1.5485
2008-05-29 23:00:00,1.55539,1.55186,1.5569,1.54622
2008-05-31 23:00:00,1.55665,1.55555,1.55805,1.5545
2008-06-01 23:00:00,1.5537,1.5566,1.5589,1.54868
2008-06-02 23:00:00,1.5444,1.55366,1.56284,1.54107
2008-06-03 23:00:00,1.54404,1.54442,1.54832,1.542
2008-06-04 23:00:00,1.5594,1.54404,1.56016,1.53654
2008-06-05 23:00:00,1.57777,1.55939,1.57781,1.55728
2008-06-06 23:00:00,1.57802,1.57802,1.57802,1.57802
2008-06-07 23:00:00,1.5782,1.57812,1.57912,1.57757
2008-06-08 23:00:00,1.56458,1.5782,1.58432,1.56192
2008-06-09 23:00:00,1.54672,1.56458,1.5654,1.54408
2008-06-10 23:00:00,1.55528,1.54668,1.55872,1.54498
2008-06-11 23:00:00,1.5439,1.55522,1.5566,1.53793
2008-06-12 23:00:00,1.53798,1.54386,1.5484,1.53038
2008-06-13 23:00:00,1.53807,1.53812,1.53812,1.53799
2008-06-14 23:00:00,1.54055,1.53865,1.54395,1.53835
2008-06-15 23:00:00,1.54776,1.54055,1.55192,1.5346
2008-06-16 23:00:00,1.55111,1.54776,1.55526,1.54608
2008-06-17 23:00:00,1.55347,1.55111,1.55378,1.54634
2008-06-18 23:00:00,1.55045,1.55343,1.55866,1.5467
2008-06-19 23:00:00,1.56069,1.55047,1.56512,1.54922
2008-06-21 23:00:00,1.56233,1.56078,1.56238,1.56068
2008-06-22 23:00:00,1.55178,1.56233,1.56368,1.54688
2008-06-23 23:00:00,1.5568,1.55172,1.56224,1.5492
2008-06-24 23:00:00,1.56667,1.55684,1.56868,1.55368
2008-06-25 23:00:00,1.57573,1.56657,1.57674,1.56282
2008-06-26 23:00:00,1.57943,1.57577,1.57943,1.57198
2008-06-28 23:00:00,1.57783,1.57896,1.57896,1.57739
2008-06-29 23:00:00,1.5756,1.57783,1.5836,1.57312
2008-06-30 23:00:00,1.57926,1.57554,1.5827,1.57232
2008-07-01 23:00:00,1.58823,1.5792,1.58884,1.57778
2008-07-02 23:00:00,1.57036,1.58827,1.59096,1.56821
2008-07-03 23:00:00,1.57094,1.57046,1.57272,1.56555
2008-07-05 23:00:00,1.56982,1.57027,1.57097,1.56972
2008-07-06 23:00:00,1.57256,1.56982,1.57534,1.56116
2008-07-07 23:00:00,1.56706,1.5726,1.57398,1.5636
2008-07-08 23:00:00,1.57428,1.5671,1.57498,1.56498
2008-07-09 23:00:00,1.57886,1.5743,1.58018,1.56918
2008-07-10 23:00:00,1.59383,1.57888,1.59474,1.57652
2008-07-11 23:00:00,1.59374,1.59374,1.59374,1.59374
2008-07-12 23:00:00,1.597,1.59423,1.59735,1.59408
2008-07-13 23:00:00,1.59076,1.59695,1.59727,1.58418
2008-07-14 23:00:00,1.59114,1.59082,1.60388,1.58658
2008-07-15 23:00:00,1.58266,1.59122,1.59486,1.5801
2008-07-16 23:00:00,1.5863,1.5826,1.58932,1.5784
2008-07-17 23:00:00,1.58477,1.5863,1.58876,1.58076
2008-07-18 23:00:00,1.58477,1.58477,1.58477,1.58477
2008-07-19 23:00:00,1.58427,1.58422,1.58447,1.58317
2008-07-20 23:00:00,1.59226,1.58437,1.59304,1.58287
2008-07-21 23:00:00,1.57832,1.59226,1.59452,1.57578
2008-07-22 23:00:00,1.5698,1.57832,1.57982,1.56708
2008-07-23 23:00:00,1.56776,1.5698,1.57144,1.56288
2008-07-24 23:00:00,1.57095,1.56776,1.57534,1.56626
2008-07-26 23:00:00,1.57095,1.5703,1.57119,1.5703
2008-07-27 23:00:00,1.57412,1.57095,1.57682,1.56846
2008-07-28 23:00:00,1.55882,1.57412,1.57582,1.5554
2008-07-29 23:00:00,1.55752,1.55882,1.56166,1.5522
2008-07-30 23:00:00,1.56038,1.55758,1.57,1.55695
2008-07-31 23:00:00,1.55634,1.56038,1.56043,1.55148
2008-08-01 23:00:00,1.55639,1.55639,1.55639,1.55639
2008-08-02 23:00:00,1.55658,1.55611,1.55682,1.55575
2008-08-03 23:00:00,1.55764,1.55668,1.56312,1.55546
2008-08-04 23:00:00,1.5454,1.55764,1.55788,1.5446
2008-08-05 23:00:00,1.5407,1.5454,1.55166,1.53984
2008-08-06 23:00:00,1.53252,1.5407,1.55028,1.5311
2008-08-07 23:00:00,1.50052,1.53252,1.53352,1.49978
2008-08-09 23:00:00,1.49315,1.50102,1.5019,1.49226
2008-08-10 23:00:00,1.4909,1.49304,1.5084,1.48804
2008-08-11 23:00:00,1.49258,1.4909,1.4964,1.48155
2008-08-12 23:00:00,1.49192,1.49258,1.49806,1.48432
2008-08-13 23:00:00,1.48258,1.49192,1.49494,1.47782
2008-08-14 23:00:00,1.46857,1.48258,1.48258,1.46592
2008-08-16 23:00:00,1.46764,1.46826,1.46845,1.46425
2008-08-17 23:00:00,1.46948,1.46764,1.4768,1.46701
2008-08-18 23:00:00,1.4775,1.46948,1.47932,1.46304
2008-08-19 23:00:00,1.47478,1.47754,1.48062,1.46728
2008-08-20 23:00:00,1.49,1.47478,1.49038,1.47318
2008-08-21 23:00:00,1.47931,1.49006,1.49084,1.47588
2008-08-23 23:00:00,1.4784,1.4783,1.47855,1.4776
2008-08-24 23:00:00,1.47546,1.4784,1.48088,1.46966
2008-08-25 23:00:00,1.46534,1.47546,1.47604,1.45718
2008-08-26 23:00:00,1.47274,1.46534,1.47772,1.46332
2008-08-27 23:00:00,1.4707,1.47274,1.48114,1.46722
2008-08-28 23:00:00,1.46735,1.47074,1.47674,1.46405
2008-08-30 23:00:00,1.46925,1.46955,1.4723,1.46815
2008-08-31 23:00:00,1.46181,1.4692,1.4718,1.4582
2008-09-01 23:00:00,1.45194,1.46181,1.46181,1.4467
2008-09-02 23:00:00,1.44983,1.45196,1.45317,1.43852
2008-09-03 23:00:00,1.43257,1.44983,1.45444,1.43156
2008-09-04 23:00:00,1.4268,1.43257,1.43489,1.41962
2008-09-06 23:00:00,1.43346,1.42717,1.43406,1.42657
2008-09-07 23:00:00,1.41296,1.4335,1.44295,1.4054
2008-09-08 23:00:00,1.4132,1.41296,1.42265,1.40474
2008-09-09 23:00:00,1.39985,1.4132,1.41792,1.39894
2008-09-10 23:00:00,1.39974,1.39985,1.40005,1.38829
